spot,doc_freq,sentiment_score,network_status,cluster_label,kkday_status
"鳳凰堂",4,0.6087,"網絡節點","其他群集",""
"函館山纜車",4,0.6086,"孤立","孤立節點",""
"青の洞窟",4,0.6084,"孤立","孤立節點",""
"河口淺間神社",4,0.6057,"網絡節點","富士山圈",""
"霞城公園",4,0.6033,"網絡節點","東北自然圈",""
"利久",4,0.6031,"孤立","孤立節點",""
"仔虎",4,0.6028,"孤立","孤立節點",""
"多賀城",4,0.6023,"孤立","孤立節點",""
"熊野神社",4,0.6016,"孤立","孤立節點",""
"城倉大橋",4,0.6009,"孤立","孤立節點",""
"佐嘉神社",4,0.6003,"孤立","孤立節點",""
"北菓樓",4,0.5999,"孤立","孤立節點",""
"盛岡城跡",4,0.5998,"孤立","孤立節點",""
"青春之丘",4,0.5994,"孤立","孤立節點",""
"旦過市場",4,0.595,"孤立","孤立節點",""
"湯之平展望所",4,0.5926,"網絡節點","九州自然圈",""
"澳洲館",4,0.5917,"網絡節點","其他群集",""
"三井OUTLET",4,0.5915,"孤立","孤立節點",""
"由良",4,0.5898,"網絡節點","其他群集",""
"銅鑼燒",4,0.5895,"孤立","孤立節點",""
"名城公園",4,0.589,"網絡節點","伊勢・熊野圈",""
"飯盛山",4,0.5887,"孤立","孤立節點",""
"筥崎宮",4,0.5878,"孤立","孤立節點",""
"加茂湖",4,0.5874,"網絡節點","其他群集",""
"四萬十川",4,0.5849,"孤立","孤立節點",""
"榛名山",4,0.5811,"孤立","孤立節點",""
"小小兵瘋狂乘車遊",4,0.5809,"孤立","孤立節點",""
"兒島",4,0.5801,"孤立","孤立節點",""
"小熊維尼",4,0.5786,"網絡節點","其他群集",""
"西明寺",4,0.5782,"孤立","孤立節點",""
"岩木山",4,0.5781,"孤立","孤立節點",""
"城崎海岸",4,0.5759,"網絡節點","富士山圈",""
"東京大學",4,0.5755,"孤立","孤立節點",""
"八幡神社",4,0.5724,"孤立","孤立節點",""
"石戶",4,0.5712,"網絡節點","東北自然圈",""
"海豚",4,0.5706,"網絡節點","其他群集",""
"延曆寺",4,0.5671,"孤立","孤立節點",""
"西茶屋街",4,0.5658,"網絡節點","中部日本圈",""
"大洗磯前神社",4,0.5651,"孤立","孤立節點",""
"田代池",4,0.563,"網絡節點","中部日本圈",""
"北野異人館",4,0.563,"孤立","孤立節點",""
"河口湖自然生活館",4,0.5606,"網絡節點","富士山圈",""
"北野異人館街",4,0.5604,"網絡節點","宮島・神戶圈",""
"石割櫻",4,0.5587,"孤立","孤立節點",""
"大阪燒",4,0.5578,"孤立","孤立節點",""
"阿波舞",4,0.5563,"孤立","孤立節點",""
"日吉大社",4,0.5562,"網絡節點","其他群集",""
"臨空城",4,0.5549,"網絡節點","京阪圈",""
"月讀神社",4,0.5547,"網絡節點","九州自然圈",""
"小小兵",4,0.5546,"網絡節點","其他群集",""
"神田明神",4,0.554,"孤立","孤立節點",""
"沼津",4,0.5539,"孤立","孤立節點",""
"利尻山",4,0.5531,"孤立","孤立節點",""
"大山水壩",4,0.5516,"孤立","孤立節點",""
"鯨鯊",4,0.5514,"孤立","孤立節點",""
"新潟",4,0.5513,"網絡節點","東京周邊圈",""
"登別地獄谷",4,0.5506,"孤立","孤立節點",""
"國見之丘",4,0.5499,"網絡節點","九州自然圈",""
"武雄溫泉駅",4,0.5496,"孤立","孤立節點",""
"榆樹街小鎮",4,0.5479,"孤立","孤立節點",""
"東長寺",4,0.547,"孤立","孤立節點",""
"中島",4,0.5465,"孤立","孤立節點",""
"橫山展望台",4,0.5464,"孤立","孤立節點",""
"宮下公園",4,0.5464,"孤立","孤立節點",""
"御船山",4,0.5461,"孤立","孤立節點",""
"宇野港",4,0.5445,"網絡節點","瀨戶內海島圈",""
"寶嚴院",4,0.5444,"網絡節點","京阪圈",""
"那智大社",4,0.544,"孤立","孤立節點",""
"室生寺",4,0.5431,"網絡節點","東京周邊圈",""
"好萊塢美夢",4,0.5378,"網絡節點","其他群集",""
"神宮",4,0.5365,"孤立","孤立節點",""
"大井川鐵道",4,0.5363,"孤立","孤立節點",""
"烏龍茶",4,0.5351,"孤立","孤立節點",""
"舟屋",4,0.5318,"網絡節點","其他群集",""
"淺間大社",4,0.5318,"網絡節點","富士山圈",""
"別府地獄",4,0.5309,"孤立","孤立節點",""
"大須觀音寺",4,0.5308,"孤立","孤立節點",""
"雄島",4,0.5283,"網絡節點","中部日本圈",""
"涸沢",4,0.5274,"網絡節點","中部日本圈",""
"三千院",4,0.5269,"網絡節點","京阪圈",""
"立待岬",4,0.5261,"網絡節點","其他群集",""
"今治城",4,0.5261,"孤立","孤立節點",""
"神宮外苑",4,0.5229,"孤立","孤立節點",""
"別所溫泉",4,0.5229,"孤立","孤立節點",""
"石清水八幡宮",4,0.521,"網絡節點","其他群集",""
"三室戶寺",4,0.5203,"網絡節點","伊勢・熊野圈",""
"小田原",4,0.5197,"網絡節點","富士山圈",""
"三浦三崎港",4,0.519,"孤立","孤立節點",""
"大久野島",4,0.5158,"孤立","孤立節點",""
"富岳風穴",4,0.5153,"網絡節點","富士山圈",""
"玻璃美術館",4,0.5144,"網絡節點","中部日本圈",""
"大浦天主堂",4,0.5143,"孤立","孤立節點",""
"神護寺",4,0.5142,"孤立","孤立節點",""
"月島",4,0.5141,"孤立","孤立節點",""
"禮文島",4,0.5139,"網絡節點","其他群集",""
"帆立貝",4,0.5119,"孤立","孤立節點",""
"恐山",4,0.5116,"孤立","孤立節點",""
"長濱城",4,0.5113,"孤立","孤立節點",""
"二尊院",4,0.5108,"孤立","孤立節點",""
"強羅公園",4,0.51,"孤立","孤立節點",""
"岸和田城",4,0.5098,"孤立","孤立節點",""
"青森犬",4,0.5097,"孤立","孤立節點",""
"櫻餅",4,0.5094,"孤立","孤立節點",""
"盛岡冷麵",4,0.5084,"孤立","孤立節點",""
"狐狸村",4,0.5084,"網絡節點","東北自然圈",""
"小泉八雲紀念館",4,0.5071,"網絡節點","山陰圈",""
"任天堂園區",4,0.5046,"孤立","孤立節點",""
"安井金比羅宮",4,0.5045,"孤立","孤立節點",""
"宇久島",4,0.5034,"網絡節點","其他群集",""
"新青森",4,0.5033,"孤立","孤立節點",""
"shibuya sky",4,0.5024,"網絡節點","東京周邊圈",""
"湯元溫泉",4,0.5022,"孤立","孤立節點",""
"弁天島",4,0.5018,"孤立","孤立節點",""
"海灘",4,0.5002,"孤立","孤立節點",""
"橄欖公園",4,0.4981,"網絡節點","瀨戶內海島圈",""
"伊藤久右衛門",4,0.4981,"網絡節點","其他群集",""
"金華山纜車",4,0.4948,"網絡節點","伊勢・熊野圈",""
"流冰館",4,0.4946,"網絡節點","其他群集",""
"本通商店街",4,0.4936,"孤立","孤立節點",""
"今治",4,0.4936,"孤立","孤立節點",""
"芝大神宮",4,0.4926,"孤立","孤立節點",""
"名古屋巨蛋",4,0.492,"孤立","孤立節點",""
"女木島",4,0.4901,"網絡節點","瀨戶內海島圈",""
"ずんだ茶寮",4,0.4884,"孤立","孤立節點",""
"元町",4,0.4875,"孤立","孤立節點",""
"橫濱海洋塔",4,0.4871,"孤立","孤立節點",""
"任天堂世界",4,0.4866,"孤立","孤立節點",""
"橫濱鋼彈",4,0.486,"孤立","孤立節點",""
"小松",4,0.4851,"孤立","孤立節點",""
"文翔館",4,0.4847,"網絡節點","東北自然圈",""
"雙美瀑布",4,0.4839,"孤立","孤立節點",""
"公園",4,0.4817,"孤立","孤立節點",""
"新潟站",4,0.4795,"孤立","孤立節點",""
"宇奈月溫泉",4,0.4781,"孤立","孤立節點",""
"黑部平",4,0.4768,"網絡節點","其他群集",""
"南海電鐵",4,0.4761,"孤立","孤立節點",""
"豬苗代湖",4,0.4753,"孤立","孤立節點",""
"關西館",4,0.4735,"網絡節點","其他群集",""
"東京迪士尼",4,0.4722,"孤立","孤立節點",""
"若草山",4,0.4713,"孤立","孤立節點",""
"江之電",4,0.4702,"孤立","孤立節點",""
"新穗高",4,0.4699,"網絡節點","富士山圈",""
"知恩院",4,0.4673,"網絡節點","京阪圈",""
"鳴門大橋",4,0.4625,"孤立","孤立節點",""
"五島",4,0.4543,"孤立","孤立節點",""
"博多港塔",4,0.4515,"孤立","孤立節點",""
"播磨屋橋",4,0.4499,"孤立","孤立節點",""
"橫濱空中纜車",4,0.4496,"網絡節點","其他群集",""
"貍小路",4,0.4477,"網絡節點","北海道道南圈",""
"巴斯光年",4,0.4477,"網絡節點","其他群集",""
"耀西的冒險",4,0.4476,"孤立","孤立節點",""
"猿島",4,0.4474,"網絡節點","其他群集",""
"大丸",4,0.4462,"孤立","孤立節點",""
"國立競技場",4,0.4445,"孤立","孤立節點",""
"九州自然動物公園",4,0.4435,"網絡節點","其他群集",""
"高松站",4,0.4417,"孤立","孤立節點",""
"小樽三角市場",4,0.4361,"孤立","孤立節點",""
"太陽城",4,0.4345,"孤立","孤立節點",""
"渋谷",4,0.4294,"網絡節點","東京周邊圈",""
"鐵道博物館",4,0.4293,"孤立","孤立節點",""
"大倉庫",4,0.4282,"網絡節點","伊勢・熊野圈",""
"大宮鐵道博物館",4,0.4277,"孤立","孤立節點",""
"石打丸山",4,0.4214,"孤立","孤立節點",""
"美幌峠",4,0.4185,"網絡節點","其他群集",""
"河原町",4,0.4179,"網絡節點","京阪圈",""
"百枚皿",4,0.4165,"網絡節點","其他群集",""
"寶藏門",4,0.4114,"網絡節點","東京周邊圈",""
"湯島聖堂",4,0.4101,"孤立","孤立節點",""
"太空山",4,0.4096,"網絡節點","其他群集",""
"河口湖大石公園",4,0.4048,"網絡節點","富士山圈",""
"大宮",4,0.4048,"孤立","孤立節點",""
"檜木內川堤",4,0.4032,"網絡節點","東北自然圈",""
"新世界",4,0.3905,"網絡節點","京阪圈",""
"黑部水庫",4,0.3854,"網絡節點","其他群集",""
"藥師寺",4,0.3854,"網絡節點","京阪圈",""
"鬼石坊主地獄",4,0.375,"網絡節點","其他群集",""
"加藤神社",4,0.375,"網絡節點","九州自然圈",""
"日清講和紀念館",4,0.3738,"網絡節點","九州自然圈",""
"大洗",4,0.3717,"孤立","孤立節點",""
"駿府城",4,0.3706,"孤立","孤立節點",""
"赤羽",4,0.3681,"孤立","孤立節點",""
"伏見稻荷",4,0.3676,"網絡節點","京阪圈",""
"風穴",4,0.3615,"網絡節點","富士山圈",""
"祐齋亭",4,0.3569,"網絡節點","京阪圈",""
"仙台站",4,0.3533,"孤立","孤立節點",""
"品川",4,0.3167,"孤立","孤立節點",""
"桃機",4,0.3159,"孤立","孤立節點",""
"平交道",4,0.3106,"網絡節點","東京周邊圈",""
"燈塔",4,0.3088,"孤立","孤立節點",""
"八戶",4,0.3056,"孤立","孤立節點",""
"勝山",4,0.3014,"孤立","孤立節點",""
"黑岳",4,0.3002,"網絡節點","其他群集",""
"原爆圓頂館",4,0.294,"網絡節點","宮島・神戶圈",""
"金山",4,0.2545,"孤立","孤立節點",""
"藤原之鄉",3,0.9251,"網絡節點","其他群集","已曝光"
"梅田藍天大廈空中庭園展望台",3,0.8727,"孤立","孤立節點","已曝光"
"絹谷幸二天空美術館",3,0.8725,"孤立","孤立節點","已曝光"
"史努比博物館",3,0.8555,"孤立","孤立節點","已曝光"
"海之中道海濱公園",3,0.8527,"孤立","孤立節點","已曝光"
"支芴湖",3,0.8353,"孤立","孤立節點","已曝光"
"澀谷十字路口",3,0.835,"孤立","孤立節點","已曝光"
"井之頭公園",3,0.8276,"孤立","孤立節點","已曝光"
"肥前濱",3,0.8272,"網絡節點","九州自然圈","已曝光"
"能登溫泉",3,0.8214,"孤立","孤立節點","隱藏"
"福德神社",3,0.8188,"孤立","孤立節點","已曝光"
"音羽瀑布",3,0.8184,"網絡節點","京阪圈","已曝光"
"屋島寺",3,0.8183,"孤立","孤立節點","已曝光"
"山中溫泉",3,0.8163,"網絡節點","中部日本圈","已曝光"
"安比高原滑雪場",3,0.8129,"孤立","孤立節點","已曝光"
"常磐公園",3,0.8117,"孤立","孤立節點","隱藏"
"隨求堂",3,0.8114,"網絡節點","京阪圈","隱藏"
"山代溫泉",3,0.806,"孤立","孤立節點","已曝光"
"櫻花隧道",3,0.7977,"孤立","孤立節點","已曝光"
"縮景園",3,0.7902,"孤立","孤立節點","已曝光"
"人形町",3,0.7902,"孤立","孤立節點","已曝光"
"天神中央公園",3,0.7893,"孤立","孤立節點","已曝光"
"長門湯本溫泉",3,0.7764,"孤立","孤立節點","已曝光"
"唐津神社",3,0.773,"網絡節點","其他群集","隱藏"
"須磨浦山上遊園",3,0.7695,"孤立","孤立節點","隱藏"
"瑠璃光寺",3,0.7604,"孤立","孤立節點",""
"五十間長屋",3,0.76,"網絡節點","中部日本圈",""
"賀露神社",3,0.7573,"孤立","孤立節點",""
"花見山公園",3,0.7539,"孤立","孤立節點",""
"天狗高原",3,0.7513,"網絡節點","瀨戶內海島圈",""
"甲子園球場",3,0.7508,"孤立","孤立節點",""
"西光寺",3,0.7467,"孤立","孤立節點",""
"高千穗牧場",3,0.7445,"孤立","孤立節點",""
"美瑛青池",3,0.7432,"孤立","孤立節點",""
"宇多須神社",3,0.7403,"孤立","孤立節點",""
"天安河源",3,0.7397,"孤立","孤立節點",""
"市役所前",3,0.7394,"孤立","孤立節點",""
"箱根美術館",3,0.7388,"孤立","孤立節點",""
"鈴木大拙館",3,0.7387,"孤立","孤立節點",""
"雄琴溫泉",3,0.7369,"孤立","孤立節點",""
"護王神社",3,0.7328,"孤立","孤立節點",""
"三笠公園",3,0.7288,"孤立","孤立節點",""
"美瑛聖誕樹",3,0.7287,"網絡節點","北海道道南圈",""
"鳴澤冰穴",3,0.7278,"網絡節點","富士山圈",""
"多多羅大橋",3,0.7269,"孤立","孤立節點",""
"川越熊野神社",3,0.7257,"網絡節點","其他群集",""
"櫻之馬場城彩苑",3,0.7254,"孤立","孤立節點",""
"秩父",3,0.7238,"孤立","孤立節點",""
"法輪寺",3,0.7219,"孤立","孤立節點",""
"梨木神社",3,0.7209,"孤立","孤立節點",""
"白石川堤一目千本櫻",3,0.7179,"孤立","孤立節點",""
"佐賀城",3,0.7169,"孤立","孤立節點",""
"警固神社",3,0.7168,"孤立","孤立節點",""
"藏王連峰",3,0.7156,"網絡節點","其他群集",""
"美瑛神社",3,0.7151,"孤立","孤立節點",""
"流星瀑布",3,0.7151,"網絡節點","其他群集",""
"賀露市場",3,0.7138,"孤立","孤立節點",""
"熊野速玉大社",3,0.7121,"孤立","孤立節點",""
"伊佐爾波神社",3,0.711,"孤立","孤立節點",""
"浦富海岸",3,0.71,"孤立","孤立節點",""
"有樂苑",3,0.7078,"網絡節點","中部日本圈",""
"中津宮",3,0.7074,"網絡節點","東京周邊圈",""
"新地中華街",3,0.7059,"孤立","孤立節點",""
"南藏院",3,0.7034,"孤立","孤立節點",""
"慈恩瀑布",3,0.7024,"孤立","孤立節點",""
"津山城",3,0.7014,"孤立","孤立節點",""
"岡崎神社",3,0.7001,"孤立","孤立節點",""
"辰野金吾紀念館",3,0.6992,"網絡節點","其他群集",""
"大山祇神社",3,0.6981,"孤立","孤立節點",""
"天門橋",3,0.6955,"孤立","孤立節點",""
"穴八幡宮",3,0.6954,"孤立","孤立節點",""
"射水神社",3,0.6904,"孤立","孤立節點",""
"札幌雪祭",3,0.6871,"孤立","孤立節點",""
"天開稻荷神社",3,0.6858,"網絡節點","九州自然圈",""
"福井縣立恐龍博物館",3,0.6839,"孤立","孤立節點",""
"乳頭溫泉鄉",3,0.6829,"孤立","孤立節點",""
"弁天橋",3,0.6796,"孤立","孤立節點",""
"安樂寺",3,0.6794,"網絡節點","其他群集",""
"靈山寺",3,0.6789,"孤立","孤立節點",""
"今宮神社",3,0.6763,"孤立","孤立節點",""
"舞子",3,0.6756,"孤立","孤立節點",""
"琉球村",3,0.6754,"孤立","孤立節點",""
"静岡県富士山世界遺産センター",3,0.6731,"孤立","孤立節點",""
"寧寧之道",3,0.6729,"孤立","孤立節點",""
"圓山動物園",3,0.672,"孤立","孤立節點",""
"湯之川溫泉",3,0.6706,"孤立","孤立節點",""
"岡山後樂園",3,0.669,"網絡節點","宮島・神戶圈",""
"大原美術館",3,0.6681,"孤立","孤立節點",""
"日本環球影城",3,0.6678,"孤立","孤立節點",""
"乘鞍岳",3,0.6674,"孤立","孤立節點",""
"西之丸",3,0.6672,"孤立","孤立節點",""
"白馬山莊",3,0.6671,"孤立","孤立節點",""
"飛驒高山",3,0.667,"孤立","孤立節點",""
"岩原滑雪場",3,0.6666,"孤立","孤立節點",""
"松山神社",3,0.6664,"孤立","孤立節點",""
"福岡城跡",3,0.666,"網絡節點","九州自然圈",""
"稻佐山公園",3,0.6651,"孤立","孤立節點",""
"梅田藍天大廈",3,0.6626,"孤立","孤立節點",""
"牧野植物園",3,0.6621,"網絡節點","瀨戶內海島圈",""
"白鳥庭園",3,0.6616,"孤立","孤立節點",""
"背割堤",3,0.6612,"孤立","孤立節點",""
"濱比嘉島",3,0.6594,"孤立","孤立節點",""
"日牟禮八幡宮",3,0.6589,"孤立","孤立節點",""
"二之丸庭園",3,0.6573,"網絡節點","伊勢・熊野圈",""
"阿佐谷神明宮",3,0.6571,"孤立","孤立節點",""
"相島",3,0.6568,"孤立","孤立節點",""
"高松城跡",3,0.6561,"孤立","孤立節點",""
"皆生溫泉",3,0.6549,"孤立","孤立節點",""
"菖蒲池",3,0.6546,"孤立","孤立節點",""
"五十鈴川",3,0.652,"網絡節點","伊勢・熊野圈",""
"深大寺",3,0.6517,"孤立","孤立節點",""
"富士吉田",3,0.6469,"孤立","孤立節點",""
"青葉通",3,0.645,"孤立","孤立節點",""
"熊野大社",3,0.6443,"孤立","孤立節點",""
"泊港漁市場",3,0.6438,"孤立","孤立節點",""
"上野東照宮",3,0.6432,"孤立","孤立節點",""
"須磨浦山上遊園地",3,0.6428,"網絡節點","宮島・神戶圈",""
"龜老山展望公園",3,0.6404,"孤立","孤立節點",""
"拼布之路",3,0.6393,"孤立","孤立節點",""
"浦添大公園",3,0.6381,"孤立","孤立節點",""
"相模湖",3,0.637,"孤立","孤立節點",""
"祇園白川",3,0.6358,"孤立","孤立節點",""
"井之頭恩賜公園",3,0.6334,"孤立","孤立節點",""
"奈良國立博物館",3,0.6331,"網絡節點","京阪圈",""
"東京國際論壇",3,0.633,"孤立","孤立節點",""
"眉山纜車",3,0.6322,"網絡節點","其他群集",""
"足摺岬",3,0.6309,"孤立","孤立節點",""
"水木茂紀念館",3,0.6297,"孤立","孤立節點",""
"伊根灣",3,0.6267,"網絡節點","其他群集",""
"田沢湖",3,0.6266,"孤立","孤立節點",""
"大豐神社",3,0.6261,"孤立","孤立節點",""
"猿田彥神社",3,0.6251,"孤立","孤立節點",""
"伊香保溫泉",3,0.6247,"孤立","孤立節點",""
"淺草文化觀光中心",3,0.6235,"網絡節點","東京周邊圈",""
"逆富士",3,0.623,"網絡節點","富士山圈",""
"大國藥妝",3,0.6225,"孤立","孤立節點",""
"龍河洞",3,0.6224,"孤立","孤立節點",""
"大極殿",3,0.6216,"孤立","孤立節點",""
"大阪城御座船",3,0.6208,"孤立","孤立節點",""
"熊本市電",3,0.6201,"網絡節點","九州自然圈",""
"冰淇淋",3,0.6198,"孤立","孤立節點",""
"紫海膽",3,0.6193,"孤立","孤立節點",""
"風見雞之館",3,0.6177,"孤立","孤立節點",""
"志波彥神社",3,0.6176,"網絡節點","東北自然圈",""
"大浪池",3,0.6156,"孤立","孤立節點",""
"青森縣觀光物產館ASPAM",3,0.6155,"孤立","孤立節點",""
"指宿之玉手箱",3,0.6154,"孤立","孤立節點",""
"馬場",3,0.6151,"孤立","孤立節點",""
"大雪山",3,0.6144,"孤立","孤立節點",""
"自由女神像",3,0.6122,"孤立","孤立節點",""
"石山寺",3,0.6118,"孤立","孤立節點",""
"円通院",3,0.6118,"孤立","孤立節點",""
"關門海峽博物館",3,0.6105,"孤立","孤立節點",""
"堀川",3,0.6103,"孤立","孤立節點",""
"鴨ヶ磯展望所",3,0.6083,"孤立","孤立節點",""
"道の駅",3,0.6065,"孤立","孤立節點",""
"湯野上溫泉",3,0.6064,"網絡節點","其他群集",""
"知床",3,0.6063,"孤立","孤立節點",""
"港川外人住宅",3,0.6057,"孤立","孤立節點",""
"金華山",3,0.6047,"孤立","孤立節點",""
"扇形車庫",3,0.6044,"孤立","孤立節點",""
"稻佐山夜景",3,0.6022,"孤立","孤立節點",""
"飛驒牛",3,0.602,"孤立","孤立節點",""
"夢幻奇航",3,0.6019,"孤立","孤立節點",""
"地獄谷野猿公苑",3,0.6018,"孤立","孤立節點",""
"日本海",3,0.601,"孤立","孤立節點",""
"雷鳥",3,0.598,"孤立","孤立節點",""
"翡翠山翡翠",3,0.5978,"孤立","孤立節點",""
"三湖",3,0.5955,"網絡節點","其他群集",""
"富士野生動物園",3,0.5925,"孤立","孤立節點",""
"柳月",3,0.5924,"孤立","孤立節點",""
"天保山大摩天輪",3,0.5924,"孤立","孤立節點",""
"靜岡縣富士山世界遺產中心",3,0.5916,"孤立","孤立節點",""
"廣島寶可夢中心",3,0.5907,"網絡節點","宮島・神戶圈",""
"宗像大社",3,0.589,"孤立","孤立節點",""
"宮古島",3,0.5872,"孤立","孤立節點",""
"廣島和平紀念公園",3,0.5856,"孤立","孤立節點",""
"雲井の滝",3,0.5849,"孤立","孤立節點",""
"青岸渡寺",3,0.5845,"孤立","孤立節點",""
"森JP Tower",3,0.5845,"孤立","孤立節點",""
"久保田城跡",3,0.5845,"網絡節點","其他群集",""
"開山堂",3,0.5842,"孤立","孤立節點",""
"花貫溪谷",3,0.5838,"網絡節點","其他群集",""
"青林寺",3,0.5836,"孤立","孤立節點",""
"諏訪大社",3,0.5825,"孤立","孤立節點",""
"富岡八幡宮",3,0.5795,"孤立","孤立節點",""
"桂濱",3,0.5787,"網絡節點","瀨戶內海島圈",""
"武田神社",3,0.5781,"孤立","孤立節點",""
"大垣城",3,0.5781,"孤立","孤立節點",""
"川端通商店街",3,0.5756,"網絡節點","九州自然圈",""
"淺野川大橋",3,0.5751,"網絡節點","中部日本圈",""
"郡上八幡",3,0.5749,"孤立","孤立節點",""
"湯之湖",3,0.5744,"孤立","孤立節點",""
"城下町",3,0.5743,"孤立","孤立節點",""
"小樽藝術村",3,0.5739,"孤立","孤立節點",""
"只見線第一鐵橋",3,0.5737,"孤立","孤立節點",""
"丘珠空港",3,0.5712,"孤立","孤立節點",""
"九州自然動物園",3,0.5704,"孤立","孤立節點",""
"浮御堂",3,0.5702,"孤立","孤立節點",""
"SL人吉",3,0.5689,"孤立","孤立節點",""
"金澤兼六園",3,0.5685,"孤立","孤立節點",""
"小樽站",3,0.5672,"孤立","孤立節點",""
"八幡平",3,0.5669,"孤立","孤立節點",""
"毘沙門堂",3,0.5667,"孤立","孤立節點",""
"高島城",3,0.5665,"孤立","孤立節點",""
"燒山",3,0.5659,"孤立","孤立節點",""
"運河公園",3,0.5658,"孤立","孤立節點",""
"哥吉拉",3,0.5654,"孤立","孤立節點",""
"部瀨名海中公園",3,0.5653,"網絡節點","其他群集",""
"御朱印",3,0.5639,"孤立","孤立節點",""
"淺草雷門",3,0.5637,"孤立","孤立節點",""
"京都御所",3,0.5636,"孤立","孤立節點",""
"袋鼠",3,0.5618,"孤立","孤立節點",""
"羽田空港",3,0.5608,"孤立","孤立節點",""
"新山口駅",3,0.5607,"孤立","孤立節點",""
"銀河瀑布",3,0.5598,"網絡節點","其他群集",""
"蒸籠",3,0.5595,"孤立","孤立節點",""
"姬沼",3,0.5591,"孤立","孤立節點",""
"東京牛奶起司工房",3,0.5589,"孤立","孤立節點",""
"八方池",3,0.5587,"孤立","孤立節點",""
"知床半島",3,0.558,"孤立","孤立節點",""
"由志園",3,0.558,"孤立","孤立節點",""
"榮町",3,0.558,"網絡節點","伊勢・熊野圈",""
"御裳神社",3,0.5574,"網絡節點","伊勢・熊野圈",""
"鹿兒島中央",3,0.5551,"孤立","孤立節點",""
"石川縣立圖書館",3,0.5546,"孤立","孤立節點",""
"滑索",3,0.5544,"孤立","孤立節點",""
"伊勢丹",3,0.554,"孤立","孤立節點",""
"鳥取",3,0.5535,"網絡節點","宮島・神戶圈",""
"蝦蝦飯",3,0.5532,"網絡節點","其他群集",""
"咲洲宇宙塔展望台",3,0.5531,"孤立","孤立節點",""
"常念寺",3,0.5525,"網絡節點","伊勢・熊野圈",""
"西瓜",3,0.551,"孤立","孤立節點",""
"啤酒博物館",3,0.5507,"孤立","孤立節點",""
"國會議事堂",3,0.5498,"孤立","孤立節點",""
"越後屋",3,0.547,"孤立","孤立節點",""
"神戶三宮",3,0.5459,"孤立","孤立節點",""
"樹冰高原站",3,0.5455,"孤立","孤立節點",""
"草薙館",3,0.5453,"網絡節點","伊勢・熊野圈",""
"京都水族館",3,0.5453,"孤立","孤立節點",""
"臥龍山莊",3,0.5451,"網絡節點","其他群集",""
"仁王島",3,0.545,"孤立","孤立節點",""
"芝公園",3,0.5447,"孤立","孤立節點",""
"弘前蘋果公園",3,0.5438,"孤立","孤立節點",""
"富士山世界遺產中心",3,0.5434,"孤立","孤立節點",""
"彌山纜車",3,0.5428,"網絡節點","宮島・神戶圈",""
"津山",3,0.5421,"孤立","孤立節點",""
"大須觀音商店街",3,0.5415,"網絡節點","伊勢・熊野圈",""
"興福寺",3,0.5407,"網絡節點","京阪圈",""
"觀音堂",3,0.5399,"孤立","孤立節點",""
"雕刻之森美術館",3,0.539,"孤立","孤立節點",""
"向島",3,0.5379,"孤立","孤立節點",""
"紙鶴塔",3,0.5377,"孤立","孤立節點",""
"九州國立博物館",3,0.5365,"孤立","孤立節點",""
"橫須賀",3,0.5358,"孤立","孤立節點",""
"屋久島",3,0.5353,"孤立","孤立節點",""
"四國水族館",3,0.5336,"孤立","孤立節點",""
"河口湖駅",3,0.5335,"網絡節點","富士山圈",""
"德川園",3,0.5334,"孤立","孤立節點",""
"伊豆半島",3,0.5329,"孤立","孤立節點",""
"二社一寺",3,0.5328,"網絡節點","關東山區溫泉圈",""
"湯島",3,0.5327,"孤立","孤立節點",""
"札幌時計台",3,0.5327,"孤立","孤立節點",""
"賀茂川",3,0.5314,"孤立","孤立節點",""
"瑪莉歐園區",3,0.5308,"孤立","孤立節點",""
"翱翔：夢幻奇航",3,0.5302,"網絡節點","其他群集",""
"青山剛昌故鄉館",3,0.5296,"孤立","孤立節點",""
"和商市場",3,0.5293,"孤立","孤立節點",""
"萬國橋",3,0.5288,"網絡節點","其他群集",""
"姿見池",3,0.5278,"網絡節點","其他群集",""
"勇者鬥惡龍",3,0.5255,"孤立","孤立節點",""
"水蜜桃",3,0.5249,"孤立","孤立節點",""
"上杉神社",3,0.5232,"孤立","孤立節點",""
"知覽城",3,0.5227,"孤立","孤立節點",""
"上野站",3,0.5215,"孤立","孤立節點",""
"千鳥橋",3,0.5212,"孤立","孤立節點",""
"築地場外市場",3,0.5181,"孤立","孤立節點",""
"王子神社",3,0.5172,"孤立","孤立節點",""
"妻籠宿",3,0.5168,"孤立","孤立節點",""
"瀧見館",3,0.5161,"網絡節點","東北自然圈",""
"島武意海岸",3,0.5156,"孤立","孤立節點",""
"杓子山",3,0.5143,"孤立","孤立節點",""
"北之丸公園",3,0.5134,"孤立","孤立節點",""
"來島海峽大橋",3,0.5131,"孤立","孤立節點",""
"小木港",3,0.5113,"網絡節點","其他群集",""
"二月堂",3,0.5109,"孤立","孤立節點",""
"頭大佛殿",3,0.5104,"孤立","孤立節點",""
"赤沼",3,0.5099,"網絡節點","關東山區溫泉圈",""
"新阿蘇大橋",3,0.5098,"孤立","孤立節點",""
"象鼻公園",3,0.5092,"網絡節點","其他群集",""
"清水坂",3,0.5091,"網絡節點","京阪圈",""
"鶴見岳",3,0.5085,"孤立","孤立節點",""
"槍岳",3,0.5078,"網絡節點","中部日本圈",""
